id,typ,ueberschrift,kalk_position,ANS_PLJ,ANS_VJ,PLAN_FJ1,RE_VVJ
185,ERGHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Ertr�ge aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
186,ERGHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Ergebnis (= Zeilen 27, 28)",44900.0,49694.0,44900.0,49694.0
187,ERGHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Aufwendungen aus internen Leistungsbeziehungen (58er)",0.0,0.0,0.0,0.0
188,ERGHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Aufwendungen aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
189,ERGHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Ergebnis (= Zeilen 30, 31)",0.0,0.0,0.0,0.0
190,ERGHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Ergebnis (= Zeilen 26, 29, 32)",-1288357.76,-1400490.39,-1315011.11,-1745503.85
191,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Einzahlungen aus Zuwendungen f�r Investitionsma�nahmen",0.0,0.0,0.0,0.0
192,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Einzahlungen aus der Ver�u�erung von Sachanlagen",0.0,0.0,0.0,0.0
193,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Einzahlungen aus der Ver�u�erung von Finanzanlagen",0.0,0.0,0.0,0.0
194,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Einzahlungen aus Beitr�gen und �hnlichen Entgelten",0.0,0.0,0.0,0.0
195,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Sonstige Investitionseinzahlungen",0.0,0.0,0.0,0.0
196,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Summe (investive Einzahlungen)",0.0,0.0,0.0,0.0
197,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Auszahlungen f�r den Erwerb von Grundst�cken und Geb�uden",0.0,0.0,0.0,0.0
198,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Auszahlungen f�r Bauma�nahmen",0.0,0.0,0.0,0.0
199,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Auszahlungen f�r den Erwerb von beweglichen Anlageverm�gen",-2286.0,-5800.0,-2400.0,-2140.29
200,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Auszahlungen f�r den Erwerb von Finanzanlagen",0.0,0.0,0.0,0.0
201,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Auszahlungen von aktivierbaren Zuwendungen",0.0,0.0,0.0,0.0
202,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Sonstige Investitionsauszahlungen",0.0,0.0,0.0,0.0
203,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Summe (investive Auszahlungen)",-2286.0,-5800.0,-2400.0,-2140.29
204,FINHHT,"01/Innere Verwaltung/0101/Verwaltungssteuerung und Service/010102/Verwaltungsf�hrung","Saldo der Investitionst�tigkeit (Einzahlungen ./. Auszahlungen)",-2286.0,-5800.0,-2400.0,-2140.29
205,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Steuern und �hnliche Abgaben",0.0,0.0,0.0,0.0
206,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Zuwendungen und allgemeine Umlagen",38892.33,16193.33,39452.33,4676.84
207,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Sonstige Transferertr�ge",0.0,0.0,0.0,0.0
208,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","�ffentlich-rechtliche Leistungsentgelte",9000.0,9000.0,9000.0,0.0
209,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Privatrechtliche Leistungsentgelte",118.0,114.0,122.0,18209.86
210,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Kostenerstattungen und Kostenumlagen",1969360.0,1967071.0,1971695.0,1591526.44
211,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Sonstige ordentliche Ertr�ge",0.0,0.0,0.0,1355345.45
212,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Aktivierte Eigenleistungen",0.0,0.0,0.0,0.0
213,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Bestandsver�nderungen",0.0,0.0,0.0,0.0
214,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Ordentliche Ertr�ge",2017370.33,1992378.33,2020269.33,2969758.59
215,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Personalaufwendungen",-3418806.69,-3294286.22,-3509714.03,-2833056.36
216,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Versorgungsaufwendungen",-1523647.58,-1220601.1,-1546502.72,-568149.91
217,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Aufwendungen f�r Sach- und Dienstleistungen",-63646.0,-63294.0,-64002.0,-63421.63
218,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Bilanzielle Abschreibungen",-45213.67,-16785.84,-43575.84,-12919.17
219,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Transferaufwendungen",0.0,0.0,0.0,0.0
220,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Sonstige ordentliche Aufwendungen",-181774.0,-129081.52,-172608.0,-131540.58
221,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Ordentliche Aufwendungen",-5233087.94,-4724048.68,-5336402.59,-3609087.65
222,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Ordentliches Ergebnis (= Zeilen 10 und 17)",-3215717.61,-2731670.35,-3316133.26,-639329.06
223,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Finanzertr�ge",0.0,0.0,0.0,0.0
224,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Zinsen und sonstige Finanzaufwendungen",0.0,0.0,0.0,0.0
225,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Finanzergebnis (= Zeilen 19 und 20)",0.0,0.0,0.0,0.0
226,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Ergebnis der laufenden Verwaltungst�tigkeit (= Zeilen 18 und 21)",-3215717.61,-2731670.35,-3316133.26,-639329.06
227,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Au�erordentliche Ertr�ge",0.0,0.0,0.0,0.0
228,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Au�erordentliche Aufwendungen",0.0,0.0,0.0,0.0
229,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Au�erordentliches Ergebnis (= Zeilen 23 und 24)",0.0,0.0,0.0,0.0
230,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Ergebnis - vor Ber�cksichtigung der internen Leistungsbeziehungen - (= Zeilen 22 und 25)",-3215717.61,-2731670.35,-3316133.26,-639329.06
231,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Ertr�ge aus internen Leistungsbeziehungen (48er)",36500.0,49700.0,36500.0,39160.0
232,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Ertr�ge aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
233,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Ergebnis (= Zeilen 27, 28)",36500.0,49700.0,36500.0,39160.0
234,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Aufwendungen aus internen Leistungsbeziehungen (58er)",0.0,0.0,0.0,0.0
235,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Aufwendungen aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
236,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Ergebnis (= Zeilen 30, 31)",0.0,0.0,0.0,0.0
237,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Ergebnis (= Zeilen 26, 29, 32)",-3179217.61,-2681970.35,-3279633.26,-600169.06
238,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Einzahlungen aus Zuwendungen f�r Investitionsma�nahmen",5600.0,5600.0,5600.0,4891.56
239,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Einzahlungen aus der Ver�u�erung von Sachanlagen",0.0,0.0,0.0,0.0
240,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Einzahlungen aus der Ver�u�erung von Finanzanlagen",0.0,0.0,0.0,0.0
241,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Einzahlungen aus Beitr�gen und �hnlichen Entgelten",0.0,0.0,0.0,0.0
242,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Sonstige Investitionseinzahlungen",0.0,0.0,0.0,0.0
243,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Summe (investive Einzahlungen)",5600.0,5600.0,5600.0,4891.56
244,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Auszahlungen f�r den Erwerb von Grundst�cken und Geb�uden",0.0,0.0,0.0,0.0
245,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Auszahlungen f�r Bauma�nahmen",0.0,0.0,0.0,0.0
246,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Auszahlungen f�r den Erwerb von beweglichen Anlageverm�gen",-12000.0,-14500.0,-14500.0,-21823.08
247,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Auszahlungen f�r den Erwerb von Finanzanlagen",0.0,0.0,0.0,0.0
248,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Auszahlungen von aktivierbaren Zuwendungen",0.0,0.0,0.0,0.0
249,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Sonstige Investitionsauszahlungen",0.0,0.0,0.0,0.0
250,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Summe (investive Auszahlungen)",-12000.0,-14500.0,-14500.0,-21823.08
251,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010201/Personalmanagement","Saldo der Investitionst�tigkeit (Einzahlungen ./. Auszahlungen)",-6400.0,-8900.0,-8900.0,-16931.52
252,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Steuern und �hnliche Abgaben",0.0,0.0,0.0,0.0
253,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Zuwendungen und allgemeine Umlagen",0.0,0.0,0.0,0.0
254,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Sonstige Transferertr�ge",0.0,0.0,0.0,0.0
255,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","�ffentlich-rechtliche Leistungsentgelte",0.0,0.0,0.0,0.0
256,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Privatrechtliche Leistungsentgelte",0.0,0.0,0.0,0.0
257,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Kostenerstattungen und Kostenumlagen",4663.0,4663.0,4663.0,0.0
258,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Sonstige ordentliche Ertr�ge",0.0,0.0,0.0,0.0
259,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Aktivierte Eigenleistungen",0.0,0.0,0.0,0.0
260,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Bestandsver�nderungen",0.0,0.0,0.0,0.0
261,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Ordentliche Ertr�ge",4663.0,4663.0,4663.0,0.0
262,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Personalaufwendungen",-328376.82,-416955.14,-335347.96,-397410.88
263,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Versorgungsaufwendungen",-63715.07,-53459.74,-64670.81,-163288.84
264,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Aufwendungen f�r Sach- und Dienstleistungen",-15000.0,-15000.0,-15000.0,-11148.87
265,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Bilanzielle Abschreibungen",-22008.0,-2874.67,-21263.0,-2474.67
266,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Transferaufwendungen",0.0,0.0,0.0,0.0
267,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Sonstige ordentliche Aufwendungen",-17440.0,-18369.34,-17511.0,-5983.29
268,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Ordentliche Aufwendungen",-446539.89,-506658.89,-453792.77,-580306.55
269,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Ordentliches Ergebnis (= Zeilen 10 und 17)",-441876.89,-501995.89,-449129.77,-580306.55
270,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Finanzertr�ge",0.0,0.0,0.0,0.0
271,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Zinsen und sonstige Finanzaufwendungen",0.0,0.0,0.0,0.0
272,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Finanzergebnis (= Zeilen 19 und 20)",0.0,0.0,0.0,0.0
273,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Ergebnis der laufenden Verwaltungst�tigkeit (= Zeilen 18 und 21)",-441876.89,-501995.89,-449129.77,-580306.55
274,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Au�erordentliche Ertr�ge",0.0,0.0,0.0,0.0
275,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Au�erordentliche Aufwendungen",0.0,0.0,0.0,0.0
276,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Au�erordentliches Ergebnis (= Zeilen 23 und 24)",0.0,0.0,0.0,0.0
277,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Ergebnis - vor Ber�cksichtigung der internen Leistungsbeziehungen - (= Zeilen 22 und 25)",-441876.89,-501995.89,-449129.77,-580306.55
278,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Ertr�ge aus internen Leistungsbeziehungen (48er)",0.0,0.0,0.0,0.0
279,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Ertr�ge aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
280,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Ergebnis (= Zeilen 27, 28)",0.0,0.0,0.0,0.0
281,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Aufwendungen aus internen Leistungsbeziehungen (58er)",0.0,0.0,0.0,0.0
282,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Aufwendungen aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
283,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Ergebnis (= Zeilen 30, 31)",0.0,0.0,0.0,0.0
284,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organisationsangelegenheiten","Ergebnis (= Zeilen 26, 29, 32)",-441876.89,-501995.89,-449129.77,-580306.55
285,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Einzahlungen aus Zuwendungen f�r Investitionsma�nahmen",0.0,0.0,0.0,0.0
286,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Einzahlungen aus der Ver�u�erung von Sachanlagen",0.0,0.0,0.0,0.0
287,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Einzahlungen aus der Ver�u�erung von Finanzanlagen",0.0,0.0,0.0,0.0
288,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Einzahlungen aus Beitr�gen und �hnlichen Entgelten",0.0,0.0,0.0,0.0
289,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Sonstige Investitionseinzahlungen",0.0,0.0,0.0,0.0
290,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Summe (investive Einzahlungen)",0.0,0.0,0.0,0.0
291,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Auszahlungen f�r den Erwerb von Grundst�cken und Geb�uden",0.0,0.0,0.0,0.0
292,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Auszahlungen f�r Bauma�nahmen",0.0,0.0,0.0,0.0
293,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Auszahlungen f�r den Erwerb von beweglichen Anlageverm�gen",0.0,-12000.0,0.0,0.0
294,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Auszahlungen f�r den Erwerb von Finanzanlagen",0.0,0.0,0.0,0.0
295,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Auszahlungen von aktivierbaren Zuwendungen",0.0,0.0,0.0,0.0
296,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Sonstige Investitionsauszahlungen",0.0,0.0,0.0,0.0
297,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Summe (investive Auszahlungen)",0.0,-12000.0,0.0,0.0
298,FINHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010202/Organsisationsangelegenheiten","Saldo der Investitionst�tigkeit (Einzahlungen ./. Auszahlungen)",0.0,-12000.0,0.0,0.0
299,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010203/Information und Kommunikation","Steuern und �hnliche Abgaben",0.0,0.0,0.0,0.0
300,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010203/Information und Kommunikation","Zuwendungen und allgemeine Umlagen",3793.0,0.0,3793.0,0.0
301,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010203/Information und Kommunikation","Sonstige Transferertr�ge",0.0,0.0,0.0,0.0
302,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010203/Information und Kommunikation","�ffentlich-rechtliche Leistungsentgelte",0.0,0.0,0.0,0.0
303,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010203/Information und Kommunikation","Privatrechtliche Leistungsentgelte",60.0,58.0,62.0,5565.09
304,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010203/Information und Kommunikation","Kostenerstattungen und Kostenumlagen",297503.0,297446.0,297562.0,323087.18
305,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010203/Information und Kommunikation","Sonstige ordentliche Ertr�ge",0.0,0.0,0.0,0.0
306,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010203/Information und Kommunikation","Aktivierte Eigenleistungen",0.0,0.0,0.0,0.0
307,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010203/Information und Kommunikation","Bestandsver�nderungen",0.0,0.0,0.0,0.0
308,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010203/Information und Kommunikation","Ordentliche Ertr�ge",301356.0,297504.0,301417.0,328652.27
309,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010203/Information und Kommunikation","Personalaufwendungen",-425521.36,-528520.98,-435655.29,-541978.46
310,ERGHHT,"01/Innere Verwaltung/0102/Personal-/Organisationsm., IuK/010203/Information und Kommunikation","Versorgungsaufwendungen",-37140.44,-33947.79,-37697.55,-95219.9
